"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02627 4171982 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02637 4171554 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02647 4171126 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02657 4170698 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02667 4170270 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02677 4169842 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02687 4169414 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02697 4168986 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02707 4168558 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02717 4168130 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02727 4167702 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02737 4167274 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02747 4166846 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02757 4166418 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02767 4165990 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02777 4165562 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02787 4165134 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02797 4164706 0.0 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992
0.02807 4164278 0.0 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992
0.02817 4163849 0.0 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992
0.02827 4163422 0.0 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992 0.9992
